genID,reachGoal,bC-ID,bC-C,bC-Sm,bC-Sf,bC-A,bSm-ID,bSm-C,bSm-Sm,bSm-Sf,bSm-A,bSf-ID,bSf-C,bSf-Sm,bSf-Sf,bSf-A,bA-ID,bA-C,bA-Sm,bA-Sf,bA-A,F0,F1
62,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
63,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
64,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
65,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
66,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
67,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
68,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
69,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
70,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
71,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
72,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
73,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
74,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
75,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
76,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
77,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
78,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
79,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
80,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
81,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
82,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
83,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
84,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
85,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
86,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
87,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
88,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
89,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
90,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
91,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
92,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
93,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
